checking_account_status,duration,credit_history,purpose,amount,savings_account_status,employment_years,installment_rate,personal_status,other_debtors,present_residence,property,age,other_installment_plans,housing,number_of_credits,job,people_liable,telephone,foreign_worker,full_repaid
no_account,18,critical_account,car_new,1530,below_100,between_1_4,3,M_single,None,2,life_insurance  ,32,bank,own,2,official,1,0,1,0
no_account,48,existing_credit_paid,business,3914,unknown,between_1_4,4,M_divorced,None,2,real_estate ,38,bank,own,1,official,1,0,1,0
below_0,12,existing_credit_paid,furniture_equipment,1858,below_100,below_1,4,F_not_single,None,1,other,22,None,rent,1,official,1,0,1,1
below_0,18,existing_credit_paid,radio_TV,2600,below_100,between_1_4,4,M_single,None,4,no_property,65,None,free,2,official,1,0,1,0
no_account,15,existing_credit_paid,radio_TV,1979,unknown,above_7,4,M_single,None,2,other,35,None,own,1,official,1,0,1,1
above_200,6,existing_credit_paid,furniture_equipment,2116,below_100,between_1_4,2,M_single,None,2,real_estate ,41,None,own,1,official,1,1,1,1
0_to_200,9,all_credit_paid,car_new,1437,between_100_500,between_4_7,2,M_single,None,3,no_property,29,None,own,1,official,1,0,1,0
no_account,42,critical_account,furniture_equipment,4042,between_500_1000,between_1_4,4,M_single,None,4,real_estate ,36,None,own,2,official,1,1,1,1
no_account,9,existing_credit_paid,education,3832,unknown,above_7,1,M_single,None,4,real_estate ,64,None,own,1,unskilled,1,0,1,1
below_0,24,existing_credit_paid,radio_TV,3660,below_100,between_1_4,2,F_not_single,None,4,other,28,None,own,1,official,1,0,1,1
below_0,18,all_credit_paid,furniture_equipment,1553,below_100,between_1_4,4,M_single,None,3,other,44,bank,own,1,official,1,0,1,0
0_to_200,15,existing_credit_paid,radio_TV,1444,unknown,below_1,4,M_single,None,1,life_insurance  ,23,None,own,1,official,1,0,1,1
no_account,9,existing_credit_paid,furniture_equipment,1980,below_100,below_1,2,F_not_single,co_applicant ,2,other,19,None,rent,2,official,1,0,1,0
0_to_200,24,existing_credit_paid,car_new,1355,below_100,below_1,3,F_not_single,None,4,other,25,None,own,1,unskilled,1,1,1,0
no_account,12,existing_credit_paid,education,1393,below_100,above_7,4,M_single,None,4,life_insurance  ,47,bank,own,3,official,2,1,1,1
no_account,24,existing_credit_paid,radio_TV,1376,between_500_1000,between_4_7,4,F_not_single,None,1,other,28,None,own,1,official,1,0,1,1
no_account,60,delay_in_paying,radio_TV,15653,below_100,between_4_7,2,M_single,None,4,other,21,None,own,2,official,1,1,1,1
no_account,12,existing_credit_paid,radio_TV,1493,below_100,below_1,4,F_not_single,None,3,other,34,None,own,1,official,2,0,1,1
below_0,42,delay_in_paying,radio_TV,4370,below_100,between_4_7,3,M_single,None,2,life_insurance  ,26,bank,own,2,official,2,1,1,0
below_0,18,existing_credit_paid,education,750,below_100,unemployed,4,F_not_single,None,1,real_estate ,27,None,own,1,unemployed,1,0,1,0
0_to_200,15,existing_credit_paid,repairs,1308,below_100,above_7,4,M_single,None,4,other,38,None,own,2,unskilled,1,0,1,1
no_account,15,existing_credit_paid,education,4623,between_100_500,between_1_4,3,M_single,None,2,life_insurance  ,40,None,own,1,management,1,1,1,0
no_account,24,critical_account,radio_TV,1851,below_100,between_4_7,4,M_divorced,guarantor,2,other,33,None,own,2,official,1,1,1,1
below_0,18,critical_account,radio_TV,1880,below_100,between_4_7,4,M_divorced,None,1,life_insurance  ,32,None,own,2,management,1,1,1,1
no_account,36,delay_in_paying,business,7980,unknown,below_1,4,M_single,None,4,other,27,None,rent,2,official,1,1,1,0
below_0,30,no_credit_taken,furniture_equipment,4583,below_100,between_1_4,2,M_divorced,guarantor,2,real_estate ,32,None,own,2,official,1,0,1,1
no_account,12,existing_credit_paid,car_new,1386,between_500_1000,between_1_4,2,F_not_single,None,2,life_insurance  ,26,None,own,1,official,1,0,1,0
above_200,24,existing_credit_paid,car_new,947,below_100,between_4_7,4,M_single,None,3,no_property,38,bank,free,1,official,2,0,1,0
below_0,12,existing_credit_paid,education,684,below_100,between_1_4,4,M_single,None,4,other,40,None,rent,1,unskilled,2,0,1,0
below_0,48,existing_credit_paid,education,7476,below_100,between_4_7,4,M_single,None,1,no_property,50,None,free,1,management,1,1,1,1
0_to_200,12,existing_credit_paid,furniture_equipment,1922,below_100,between_1_4,4,M_single,None,2,life_insurance  ,37,None,own,1,unskilled,1,0,1,0
below_0,24,existing_credit_paid,car_new,2303,below_100,above_7,4,M_single,co_applicant ,1,real_estate ,45,None,own,1,official,1,0,1,0
0_to_200,36,delay_in_paying,car_new,8086,between_100_500,above_7,2,M_single,None,4,other,42,None,own,4,management,1,1,1,0
no_account,24,critical_account,car_used,2346,below_100,between_4_7,4,M_single,None,3,other,35,None,own,2,official,1,1,1,1
below_0,14,existing_credit_paid,car_new,3973,below_100,unemployed,1,M_single,None,4,no_property,22,None,free,1,official,1,0,1,1
0_to_200,12,existing_credit_paid,car_new,888,below_100,above_7,4,M_single,None,4,other,41,bank,own,1,unskilled,2,0,1,0
no_account,48,existing_credit_paid,radio_TV,10222,unknown,between_4_7,4,M_single,None,3,other,37,stores,own,1,official,1,1,1,1
0_to_200,30,no_credit_taken,business,4221,below_100,between_1_4,2,F_not_single,None,1,other,28,None,own,2,official,1,0,1,1
0_to_200,18,critical_account,furniture_equipment,6361,below_100,above_7,2,M_single,None,1,no_property,41,None,own,1,official,1,1,1,1
above_200,12,existing_credit_paid,radio_TV,1297,below_100,between_1_4,3,M_divorced,None,4,real_estate ,23,None,rent,1,official,1,0,1,1
below_0,12,existing_credit_paid,car_new,900,unknown,between_1_4,4,M_divorced,None,2,other,23,None,own,1,official,1,0,1,0
no_account,21,existing_credit_paid,furniture_equipment,2241,below_100,above_7,4,M_single,None,2,real_estate ,50,None,own,2,official,1,0,1,1
0_to_200,6,delay_in_paying,furniture_equipment,1050,below_100,unemployed,4,M_single,None,1,life_insurance  ,35,stores,own,2,management,1,1,1,1
above_200,6,critical_account,education,1047,below_100,between_1_4,2,F_not_single,None,4,life_insurance  ,50,None,own,1,unskilled,1,0,1,1
no_account,24,critical_account,others,6314,below_100,unemployed,4,M_single,co_applicant ,2,no_property,27,bank,own,2,management,1,1,1,1
0_to_200,30,all_credit_paid,furniture_equipment,3496,above_1000,between_1_4,4,M_single,None,2,other,34,stores,own,1,official,2,1,1,1
no_account,48,all_credit_paid,business,3609,below_100,between_1_4,1,F_not_single,None,1,real_estate ,27,stores,own,1,official,1,0,1,1
below_0,12,critical_account,car_new,4843,below_100,above_7,3,M_single,co_applicant ,4,life_insurance  ,43,None,rent,2,official,1,1,1,0
above_200,30,critical_account,radio_TV,3017,below_100,above_7,4,M_single,None,4,life_insurance  ,47,None,own,1,official,1,0,1,1
no_account,24,critical_account,business,4139,between_100_500,between_1_4,3,M_single,None,3,life_insurance  ,27,None,own,2,unskilled,1,1,1,1
no_account,36,existing_credit_paid,business,5742,between_100_500,between_4_7,2,M_single,None,2,other,31,None,own,2,official,1,1,1,1
no_account,60,existing_credit_paid,car_new,10366,below_100,above_7,2,M_single,None,4,life_insurance  ,42,None,own,1,management,1,1,1,1
no_account,6,critical_account,car_new,2080,between_500_1000,between_1_4,1,M_divorced,None,2,other,24,None,own,1,official,1,0,1,1
no_account,21,delay_in_paying,business,2580,between_500_1000,below_1,4,M_single,None,2,real_estate ,41,bank,own,1,unskilled,2,0,1,0
no_account,30,critical_account,radio_TV,4530,below_100,between_4_7,4,F_not_single,None,4,other,26,None,rent,1,management,1,1,1,1
no_account,24,critical_account,furniture_equipment,5150,below_100,above_7,4,M_single,None,4,other,33,None,own,1,official,1,1,1,1
0_to_200,72,existing_credit_paid,radio_TV,5595,between_100_500,between_1_4,2,M_divorced,None,2,other,24,None,own,1,official,1,0,1,0
below_0,24,existing_credit_paid,radio_TV,2384,below_100,above_7,4,M_single,None,4,real_estate ,64,bank,rent,1,unskilled,1,0,1,1
no_account,18,existing_credit_paid,radio_TV,1453,below_100,below_1,3,F_not_single,None,1,real_estate ,26,None,own,1,official,1,0,1,1
no_account,6,existing_credit_paid,education,1538,below_100,below_1,1,F_not_single,None,2,no_property,56,None,own,1,official,1,0,1,1
no_account,12,existing_credit_paid,radio_TV,2279,unknown,between_1_4,4,M_single,None,4,no_property,37,None,free,1,official,1,1,1,1
no_account,15,delay_in_paying,radio_TV,1478,below_100,between_1_4,4,M_divorced,None,3,real_estate ,33,bank,own,2,official,1,0,1,1
no_account,24,critical_account,radio_TV,5103,below_100,below_1,3,M_divorced,None,3,no_property,47,None,free,3,official,1,1,1,1
0_to_200,36,delay_in_paying,business,9857,between_100_500,between_4_7,1,M_single,None,3,life_insurance  ,31,None,own,2,unskilled,2,1,1,1
no_account,60,existing_credit_paid,car_new,6527,unknown,between_1_4,4,M_single,None,4,no_property,34,None,free,1,official,2,1,1,1
above_200,10,critical_account,radio_TV,1347,unknown,between_4_7,4,M_single,None,2,life_insurance  ,27,None,own,2,official,1,1,1,1
0_to_200,36,delay_in_paying,car_new,2862,between_100_500,above_7,4,M_single,None,3,no_property,30,None,free,1,official,1,0,1,1
no_account,9,existing_credit_paid,radio_TV,2753,between_100_500,above_7,3,M_single,co_applicant ,4,other,35,None,own,1,official,1,1,1,1
below_0,12,existing_credit_paid,car_new,3651,above_1000,between_1_4,1,M_single,None,3,life_insurance  ,31,None,own,1,official,2,0,1,1
below_0,15,critical_account,furniture_equipment,975,below_100,between_1_4,2,M_divorced,None,3,life_insurance  ,25,None,own,2,official,1,0,1,1
0_to_200,15,existing_credit_paid,repairs,2631,between_100_500,between_1_4,3,F_not_single,None,2,real_estate ,25,None,own,1,unskilled,1,0,1,1
0_to_200,24,existing_credit_paid,radio_TV,2896,between_100_500,below_1,2,M_single,None,1,other,29,None,own,1,official,1,0,1,1
below_0,6,critical_account,car_new,4716,unknown,below_1,1,M_single,None,3,real_estate ,44,None,own,2,unskilled,2,0,1,1
no_account,24,existing_credit_paid,radio_TV,2284,below_100,between_4_7,4,M_single,None,2,other,28,None,own,1,official,1,1,1,1
no_account,6,existing_credit_paid,car_used,1236,between_500_1000,between_1_4,2,M_single,None,4,life_insurance  ,50,None,rent,1,official,1,0,1,1
0_to_200,12,existing_credit_paid,radio_TV,1103,below_100,between_4_7,4,M_single,guarantor,3,real_estate ,29,None,own,2,official,1,0,0,1
no_account,12,critical_account,car_new,926,below_100,unemployed,1,F_not_single,None,2,life_insurance  ,38,None,own,1,unemployed,1,0,1,1
no_account,18,critical_account,radio_TV,1800,below_100,between_1_4,4,M_single,None,2,other,24,None,own,2,official,1,0,1,1
above_200,15,existing_credit_paid,education,1905,below_100,above_7,4,M_single,None,4,other,40,None,rent,1,management,1,1,1,1
no_account,12,existing_credit_paid,furniture_equipment,1123,between_500_1000,between_1_4,4,F_not_single,None,4,other,29,None,rent,1,unskilled,1,0,1,0
below_0,48,critical_account,car_used,6331,below_100,above_7,4,M_single,None,4,no_property,46,None,free,2,official,1,1,1,0
above_200,24,existing_credit_paid,radio_TV,1377,between_100_500,above_7,4,F_not_single,None,2,no_property,47,None,free,1,official,1,1,1,1
0_to_200,30,delay_in_paying,business,2503,between_100_500,above_7,4,M_single,None,2,life_insurance  ,41,stores,own,2,official,1,0,1,1
0_to_200,27,existing_credit_paid,business,2528,below_100,below_1,4,F_not_single,None,1,life_insurance  ,32,None,own,1,official,2,1,1,1
no_account,15,existing_credit_paid,car_new,5324,between_500_1000,above_7,1,F_not_single,None,4,no_property,35,None,free,1,official,1,0,1,1
0_to_200,48,existing_credit_paid,car_new,6560,between_100_500,between_4_7,3,M_single,None,2,life_insurance  ,24,None,own,1,official,1,0,1,0
0_to_200,12,no_credit_taken,furniture_equipment,2969,below_100,below_1,4,F_not_single,None,3,life_insurance  ,25,None,rent,2,official,1,0,1,0
0_to_200,9,existing_credit_paid,radio_TV,1206,below_100,above_7,4,F_not_single,None,4,real_estate ,25,None,own,1,official,1,0,1,1
0_to_200,9,existing_credit_paid,radio_TV,2118,below_100,between_1_4,2,M_single,None,2,real_estate ,37,None,own,1,unskilled,2,0,1,1
no_account,18,critical_account,radio_TV,629,between_500_1000,above_7,4,M_single,None,3,life_insurance  ,32,bank,own,2,management,1,1,1,1
below_0,6,all_credit_paid,education,1198,below_100,above_7,4,F_not_single,None,4,no_property,35,None,free,1,official,1,0,1,0
no_account,21,existing_credit_paid,car_used,2476,unknown,above_7,4,M_single,None,4,real_estate ,46,None,own,1,management,1,1,1,1
below_0,9,critical_account,radio_TV,1138,below_100,between_1_4,4,M_single,None,4,real_estate ,25,None,own,2,unskilled,1,0,1,1
0_to_200,60,existing_credit_paid,car_new,14027,below_100,between_4_7,4,M_single,None,2,no_property,27,None,own,1,management,1,1,1,0
no_account,30,critical_account,car_used,7596,unknown,above_7,1,M_single,None,4,other,63,None,own,2,official,1,0,1,1
no_account,30,critical_account,radio_TV,3077,unknown,above_7,3,M_single,None,2,other,40,None,own,2,official,2,1,1,1
no_account,18,existing_credit_paid,radio_TV,1505,below_100,between_1_4,4,M_single,None,2,no_property,32,None,free,1,management,1,1,1,1
above_200,24,critical_account,radio_TV,3148,unknown,between_1_4,3,M_single,None,2,other,31,None,own,2,official,1,1,1,1
0_to_200,20,no_credit_taken,car_used,6148,between_100_500,above_7,3,M_divorced,None,4,other,31,bank,own,2,official,1,1,1,1
above_200,9,no_credit_taken,radio_TV,1337,below_100,below_1,4,M_single,None,2,other,34,None,own,2,management,1,1,1,0
0_to_200,6,all_credit_paid,education,433,above_1000,below_1,4,F_not_single,None,2,life_insurance  ,24,bank,rent,1,official,2,0,1,0
below_0,12,existing_credit_paid,car_new,1228,below_100,between_1_4,4,F_not_single,None,2,real_estate ,24,None,own,1,unskilled,1,0,1,0
0_to_200,9,existing_credit_paid,radio_TV,790,between_500_1000,between_1_4,4,F_not_single,None,3,real_estate ,66,None,own,1,unskilled,1,0,1,1
no_account,27,existing_credit_paid,car_new,2570,below_100,between_1_4,3,F_not_single,None,3,real_estate ,21,None,rent,1,official,1,0,1,0
no_account,6,critical_account,car_new,250,above_1000,between_1_4,2,F_not_single,None,2,real_estate ,41,bank,own,2,unskilled,1,0,1,1
no_account,15,critical_account,radio_TV,1316,between_500_1000,between_1_4,2,M_divorced,None,2,life_insurance  ,47,None,own,2,unskilled,1,0,1,1
below_0,18,existing_credit_paid,radio_TV,1882,below_100,between_1_4,4,F_not_single,None,4,other,25,bank,rent,2,official,1,0,1,0
0_to_200,48,all_credit_paid,business,6416,below_100,above_7,4,F_not_single,None,3,no_property,59,None,rent,1,official,1,0,1,0
above_200,24,critical_account,business,1275,above_1000,between_1_4,2,M_divorced,None,4,real_estate ,36,None,own,2,official,1,1,1,1
0_to_200,24,delay_in_paying,radio_TV,6403,below_100,below_1,1,M_single,None,2,other,33,None,own,1,official,1,0,1,1
below_0,24,existing_credit_paid,radio_TV,1987,below_100,between_1_4,2,M_single,None,4,real_estate ,21,None,rent,1,unskilled,2,0,1,0
0_to_200,8,existing_credit_paid,radio_TV,760,below_100,between_4_7,4,F_not_single,guarantor,2,real_estate ,44,None,own,1,unskilled,1,0,1,1
no_account,24,existing_credit_paid,car_used,2603,above_1000,between_1_4,2,F_not_single,None,4,other,28,None,rent,1,official,1,1,1,1
no_account,4,critical_account,car_new,3380,below_100,between_4_7,1,F_not_single,None,1,real_estate ,37,None,own,1,official,2,0,1,1
0_to_200,36,all_credit_paid,domestic_appliances,3990,unknown,below_1,3,F_not_single,None,2,no_property,29,bank,own,1,unemployed,1,0,1,1
0_to_200,24,existing_credit_paid,car_used,11560,below_100,between_1_4,1,F_not_single,None,4,other,23,None,rent,2,management,1,0,1,0
below_0,18,existing_credit_paid,car_new,4380,between_100_500,between_1_4,3,M_single,None,4,other,35,None,own,1,unskilled,2,1,1,1
no_account,6,critical_account,car_new,6761,below_100,between_4_7,1,M_single,None,3,no_property,45,None,own,2,management,2,1,1,1
0_to_200,30,no_credit_taken,business,4280,between_100_500,between_1_4,4,F_not_single,None,4,other,26,None,rent,2,unskilled,1,0,1,0
below_0,24,all_credit_paid,car_new,2325,between_100_500,between_4_7,2,M_single,None,3,other,32,bank,own,1,official,1,0,1,1
0_to_200,10,all_credit_paid,radio_TV,1048,below_100,between_1_4,4,M_single,None,4,real_estate ,23,stores,own,1,unskilled,1,0,1,1
no_account,21,existing_credit_paid,radio_TV,3160,unknown,above_7,4,M_single,None,3,life_insurance  ,41,None,own,1,official,1,1,1,1
below_0,24,all_credit_paid,furniture_equipment,2483,between_500_1000,between_1_4,4,M_single,None,4,real_estate ,22,stores,own,1,official,1,1,1,1
below_0,39,critical_account,furniture_equipment,14179,unknown,between_4_7,4,M_single,None,4,life_insurance  ,30,None,own,2,management,1,1,1,1
below_0,13,critical_account,business,1797,below_100,below_1,3,M_single,None,1,life_insurance  ,28,bank,own,2,unskilled,1,0,1,1
below_0,15,existing_credit_paid,car_new,2511,below_100,unemployed,1,F_not_single,None,4,other,23,None,rent,1,official,1,0,1,1
below_0,12,existing_credit_paid,car_new,1274,below_100,below_1,3,F_not_single,None,1,real_estate ,37,None,own,1,unskilled,1,0,1,0
no_account,21,existing_credit_paid,car_used,5248,unknown,between_1_4,1,M_single,None,3,other,26,None,own,1,official,1,0,1,1
no_account,15,existing_credit_paid,car_used,3029,below_100,between_4_7,2,M_single,None,2,other,33,None,own,1,official,1,0,1,1
below_0,6,existing_credit_paid,furniture_equipment,428,below_100,above_7,2,F_not_single,None,1,life_insurance  ,49,bank,own,1,official,1,1,1,1
below_0,18,existing_credit_paid,car_new,976,below_100,below_1,1,F_not_single,None,2,other,23,None,own,1,unskilled,1,0,1,0
0_to_200,12,existing_credit_paid,business,841,between_100_500,between_4_7,2,F_not_single,None,4,real_estate ,23,None,rent,1,unskilled,1,0,1,1
no_account,30,critical_account,radio_TV,5771,below_100,between_4_7,4,F_not_single,None,2,other,25,None,own,2,official,1,0,1,1
no_account,12,delay_in_paying,repairs,1555,above_1000,above_7,4,M_single,None,4,no_property,55,None,free,2,official,2,0,1,0
below_0,24,existing_credit_paid,car_new,1285,unknown,between_4_7,4,F_not_single,None,4,no_property,32,None,rent,1,official,1,0,1,0
above_200,6,critical_account,car_new,1299,below_100,between_1_4,1,M_single,None,1,real_estate ,74,None,own,3,unemployed,2,0,0,1
above_200,15,critical_account,radio_TV,1271,unknown,between_1_4,3,M_single,None,4,no_property,39,None,free,2,official,1,1,1,0
no_account,24,existing_credit_paid,car_new,1393,below_100,between_1_4,2,M_single,guarantor,2,real_estate ,31,None,own,1,official,1,1,1,1
below_0,12,critical_account,car_new,691,below_100,above_7,4,M_single,None,3,life_insurance  ,35,None,own,2,official,1,0,1,0
no_account,15,critical_account,car_new,5045,unknown,above_7,1,F_not_single,None,4,other,59,None,own,1,official,1,1,1,1
below_0,18,critical_account,furniture_equipment,2124,below_100,between_1_4,4,F_not_single,None,4,real_estate ,24,None,rent,2,official,1,0,1,0
below_0,12,existing_credit_paid,radio_TV,2214,below_100,between_1_4,4,M_single,None,3,life_insurance  ,24,None,own,1,unskilled,1,0,1,1
no_account,21,critical_account,car_new,12680,unknown,above_7,4,M_single,None,4,no_property,30,None,free,1,management,1,1,1,0
no_account,24,critical_account,car_new,2463,between_100_500,between_4_7,4,M_divorced,None,3,life_insurance  ,27,None,own,2,official,1,1,1,1
0_to_200,12,existing_credit_paid,radio_TV,1155,below_100,above_7,3,M_divorced,guarantor,3,real_estate ,40,bank,own,2,unskilled,1,0,1,1
below_0,30,existing_credit_paid,furniture_equipment,3108,below_100,below_1,2,M_divorced,None,4,life_insurance  ,31,None,own,1,unskilled,1,0,1,0
no_account,10,existing_credit_paid,car_used,2901,unknown,below_1,1,F_not_single,None,4,real_estate ,31,None,rent,1,official,1,0,1,1
0_to_200,12,critical_account,furniture_equipment,3617,below_100,above_7,1,M_single,None,4,other,28,None,rent,3,official,1,1,1,1
no_account,12,critical_account,radio_TV,1655,below_100,above_7,2,M_single,None,4,real_estate ,63,None,own,2,unskilled,1,1,1,1
below_0,24,existing_credit_paid,car_used,2812,unknown,above_7,2,F_not_single,None,4,real_estate ,26,None,rent,1,official,1,0,1,1
below_0,36,critical_account,education,8065,below_100,between_1_4,3,F_not_single,None,2,no_property,25,None,own,2,management,1,1,1,0
no_account,21,critical_account,car_used,3275,below_100,above_7,1,M_single,None,4,other,36,None,own,1,management,1,1,1,1
no_account,24,critical_account,radio_TV,2223,between_100_500,above_7,4,M_single,None,4,life_insurance  ,52,bank,own,2,official,1,0,1,1
above_200,12,critical_account,car_new,1480,between_500_1000,unemployed,2,M_single,None,4,no_property,66,bank,free,3,unemployed,1,0,1,1
below_0,24,existing_credit_paid,car_new,1371,unknown,between_1_4,4,F_not_single,None,4,real_estate ,25,None,rent,1,official,1,0,1,0
no_account,36,critical_account,car_new,3535,below_100,between_4_7,4,M_single,None,4,other,37,None,own,2,official,1,1,1,1
below_0,18,existing_credit_paid,radio_TV,3509,below_100,between_4_7,4,F_not_single,guarantor,1,real_estate ,25,None,own,1,official,1,0,1,1
no_account,36,critical_account,car_used,5711,above_1000,above_7,4,M_single,None,2,other,38,None,own,2,management,1,1,1,1
0_to_200,18,existing_credit_paid,repairs,3872,below_100,unemployed,2,F_not_single,None,4,other,67,None,own,1,official,1,1,1,1
0_to_200,39,critical_account,radio_TV,4933,below_100,between_4_7,2,M_single,guarantor,2,real_estate ,25,None,own,2,official,1,0,1,0
no_account,24,critical_account,car_new,1940,above_1000,above_7,4,M_single,None,4,real_estate ,60,None,own,1,official,1,1,1,1
0_to_200,12,no_credit_taken,retraining,1410,below_100,between_1_4,2,M_single,None,2,real_estate ,31,None,own,1,unskilled,1,1,1,1
0_to_200,12,existing_credit_paid,car_new,836,between_100_500,below_1,4,F_not_single,None,2,life_insurance  ,23,bank,own,1,unskilled,1,0,1,0
0_to_200,20,existing_credit_paid,car_used,6468,unknown,unemployed,1,M_divorced,None,4,real_estate ,60,None,own,1,management,1,1,1,1
0_to_200,18,existing_credit_paid,business,1941,above_1000,between_1_4,4,M_single,None,2,life_insurance  ,35,None,own,1,unskilled,1,1,1,1
no_account,22,existing_credit_paid,radio_TV,2675,between_500_1000,above_7,3,M_single,None,4,other,40,None,own,1,official,1,0,1,1
no_account,48,critical_account,car_used,2751,unknown,above_7,4,M_single,None,3,other,38,None,own,2,official,2,1,1,1
0_to_200,48,delay_in_paying,education,6224,below_100,above_7,4,M_single,None,4,no_property,50,None,free,1,official,1,0,1,0
below_0,40,critical_account,education,5998,below_100,between_1_4,4,M_single,None,3,no_property,27,bank,own,1,official,1,1,1,0
0_to_200,21,existing_credit_paid,business,1188,below_100,above_7,2,F_not_single,None,4,life_insurance  ,39,None,own,1,official,2,0,1,0
no_account,24,existing_credit_paid,car_used,6313,unknown,above_7,3,M_single,None,4,other,41,None,own,1,management,2,1,1,1
no_account,6,critical_account,furniture_equipment,1221,unknown,between_1_4,1,M_divorced,None,2,life_insurance  ,27,None,own,2,official,1,0,1,1
above_200,24,existing_credit_paid,furniture_equipment,2892,below_100,above_7,3,M_divorced,None,4,no_property,51,None,free,1,official,1,0,1,1
no_account,24,existing_credit_paid,furniture_equipment,3062,between_500_1000,above_7,4,M_single,None,3,no_property,32,None,rent,1,official,1,1,1,1
no_account,9,existing_credit_paid,furniture_equipment,2301,between_100_500,below_1,2,F_not_single,None,4,life_insurance  ,22,None,rent,1,official,1,0,1,1
below_0,18,existing_credit_paid,car_used,7511,unknown,above_7,1,M_single,None,4,life_insurance  ,51,None,free,1,official,2,1,1,0
no_account,12,critical_account,furniture_equipment,1258,below_100,below_1,2,F_not_single,None,4,life_insurance  ,22,None,rent,2,unskilled,1,0,1,1
no_account,24,delay_in_paying,car_new,717,unknown,above_7,4,M_divorced,None,4,other,54,None,own,2,official,1,1,1,1
0_to_200,9,existing_credit_paid,car_new,1549,unknown,below_1,4,M_single,None,2,real_estate ,35,None,own,1,unemployed,1,0,1,1
no_account,24,critical_account,education,1597,below_100,above_7,4,M_single,None,4,no_property,54,None,free,2,official,2,0,1,1
0_to_200,18,critical_account,radio_TV,1795,below_100,above_7,3,F_not_single,guarantor,4,real_estate ,48,bank,rent,2,unskilled,1,1,1,1
below_0,20,critical_account,furniture_equipment,4272,below_100,above_7,1,F_not_single,None,4,life_insurance  ,24,None,own,2,official,1,0,1,1
no_account,12,critical_account,radio_TV,976,unknown,above_7,4,M_single,None,4,other,35,None,own,2,official,1,0,1,1
0_to_200,12,existing_credit_paid,car_new,7472,unknown,unemployed,1,F_not_single,None,2,real_estate ,24,None,rent,1,unemployed,1,0,1,1
below_0,36,existing_credit_paid,car_new,9271,below_100,between_4_7,2,M_single,None,1,other,24,None,own,1,official,1,1,1,0
0_to_200,6,existing_credit_paid,radio_TV,590,below_100,below_1,3,M_divorced,None,3,real_estate ,26,None,own,1,unskilled,1,0,0,1
no_account,12,critical_account,radio_TV,930,unknown,above_7,4,M_single,None,4,real_estate ,65,None,own,4,official,1,0,1,1
0_to_200,42,all_credit_paid,car_used,9283,below_100,unemployed,1,M_single,None,2,no_property,55,bank,free,1,management,1,1,1,1
0_to_200,15,no_credit_taken,car_new,1778,below_100,below_1,2,F_not_single,None,1,real_estate ,26,None,rent,2,unemployed,1,0,1,0
0_to_200,8,existing_credit_paid,business,907,below_100,below_1,3,M_divorced,None,2,real_estate ,26,None,own,1,official,1,1,1,1
0_to_200,6,existing_credit_paid,radio_TV,484,below_100,between_4_7,3,M_divorced,guarantor,3,real_estate ,28,bank,own,1,unskilled,1,0,1,1
below_0,36,critical_account,car_used,9629,below_100,between_4_7,4,M_single,None,4,other,24,None,own,2,official,1,1,1,0
below_0,48,existing_credit_paid,domestic_appliances,3051,below_100,between_1_4,3,M_single,None,4,other,54,None,own,1,official,1,0,1,0
below_0,48,existing_credit_paid,car_new,3931,below_100,between_4_7,4,M_single,None,4,no_property,46,None,free,1,official,2,0,1,0
0_to_200,36,delay_in_paying,car_new,7432,below_100,between_1_4,2,F_not_single,None,2,life_insurance  ,54,None,rent,1,official,1,0,1,1
no_account,6,existing_credit_paid,domestic_appliances,1338,between_500_1000,between_1_4,1,M_divorced,None,4,real_estate ,62,None,own,1,official,1,0,1,1
no_account,6,critical_account,radio_TV,1554,below_100,between_4_7,1,F_not_single,None,2,other,24,None,rent,2,official,1,1,1,1
below_0,36,existing_credit_paid,others,15857,below_100,unemployed,2,M_divorced,co_applicant ,3,other,43,None,own,1,management,1,0,1,1
below_0,18,existing_credit_paid,radio_TV,1345,below_100,between_1_4,4,M_divorced,None,3,real_estate ,26,bank,own,1,official,1,0,1,0
no_account,12,existing_credit_paid,car_new,1101,below_100,between_1_4,3,M_divorced,None,2,real_estate ,27,None,own,2,official,1,1,1,1
above_200,12,existing_credit_paid,radio_TV,3016,below_100,between_1_4,3,M_divorced,None,1,other,24,None,own,1,official,1,0,1,1
below_0,36,existing_credit_paid,furniture_equipment,2712,below_100,above_7,2,M_single,None,2,life_insurance  ,41,bank,own,1,official,2,0,1,0
below_0,8,critical_account,car_new,731,below_100,above_7,4,M_single,None,4,real_estate ,47,None,own,2,unskilled,1,0,1,1
no_account,18,critical_account,furniture_equipment,3780,below_100,below_1,3,M_divorced,None,2,other,35,None,own,2,management,1,1,1,1
below_0,21,critical_account,car_new,1602,below_100,above_7,4,M_divorced,None,3,other,30,None,own,2,official,1,1,1,1
below_0,18,critical_account,car_new,3966,below_100,above_7,1,F_not_single,None,4,real_estate ,33,bank,rent,3,official,1,1,1,0
no_account,18,no_credit_taken,business,4165,below_100,between_1_4,2,M_single,None,2,other,36,stores,own,2,official,2,0,1,0
below_0,36,existing_credit_paid,car_used,8335,unknown,above_7,3,M_single,None,4,no_property,47,None,free,1,official,1,0,1,0
0_to_200,48,delay_in_paying,business,6681,unknown,between_1_4,4,M_single,None,4,no_property,38,None,free,1,official,2,1,1,1
